 


Daily Data Between Two Dates
 ARCADIA (FL)
 USC00080228

Date,TMAX,TMIN,
1995-07-03,93,69,
1995-07-04,93,69,
1995-07-05,95,71,
1995-07-06,95,72,
1995-07-07,94,69,
1995-07-08,95,71,
1995-07-09,92,72,
1995-07-10,93,72,
1995-07-11,92,72,
1995-07-12,89,69,
1995-07-13,93,69,
1995-07-14,92,71,
1995-07-15,94,70,
1995-07-16,94,72,
1995-07-17,95,71,
1995-07-18,76,69,
1995-07-19,80,72,
1995-07-20,86,76,
1995-07-21,85,71,
1995-07-22,M,M,
1995-07-23,M,M,
1995-07-24,87,69,
1995-07-25,93,72,
1995-07-26,93,71,
1995-07-27,91,71,
1995-07-28,89,71,
1995-07-29,89,71,
1995-07-30,89,71,
1995-07-31,86,74,
1995-08-01,91,74,
1995-08-02,87,73,
1995-08-03,85,75,
1995-08-04,M,M,
1995-08-05,M,M,
1995-08-06,91,70,
1995-08-07,92,70,
1995-08-08,93,71,
1995-08-09,94,71,
1995-08-10,91,73,
1995-08-11,90,72,
1995-08-12,92,73,
1995-08-13,92,72,
1995-08-14,93,74,
1995-08-15,94,74,
1995-08-16,95,73,
1995-08-17,94,72,
1995-08-18,94,73,
1995-08-19,94,74,
1995-08-20,95,74,
1995-08-21,92,73,
1995-08-22,93,74,
1995-08-23,93,74,
1995-08-24,89,76,
1995-08-25,89,75,
1995-08-26,91,75,
1995-08-27,92,76,
1995-08-28,91,76,
1995-08-29,89,76,
1995-08-30,91,76,
1995-08-31,90,76,
1995-09-01,91,74,
1995-09-02,91,71,
1995-09-03,91,70,
1995-09-04,92,71,
1995-09-05,91,72,
1995-09-06,90,69,
1995-09-07,81,69,
1995-09-08,84,69,
1995-09-09,87,71,
1995-09-10,88,70,
1995-09-11,88,70,
1995-09-12,91,70,
1995-09-13,90,71,
1995-09-14,92,72,
1995-09-15,92,72,
1995-09-16,91,72,
1995-09-17,93,71,
1995-09-18,93,71,
1995-09-19,90,71,
1995-09-20,92,71,
1995-09-21,93,71,
1995-09-22,92,69,
1995-09-23,92,71,
1995-09-24,92,71,
1995-09-25,92,72,
1995-09-26,93,71,
1995-09-27,92,71,
1995-09-28,93,72,
1995-09-29,91,71,
1995-09-30,90,73,
1995-10-01,88,72,
1995-10-02,93,75,
1995-10-03,89,74,
1995-10-04,90,76,
1995-10-05,89,74,
1995-10-06,78,73,
1995-10-07,81,70,
1995-10-08,89,70,
1995-10-09,84,74,
1995-10-10,88,74,
1995-10-11,88,72,
1995-10-12,90,73,
1995-10-13,89,73,
1995-10-14,76,73,
1995-10-15,86,72,
1995-10-16,76,65,
1995-10-17,73,66,
1995-10-18,74,71,
1995-10-19,82,72,
1995-10-20,87,68,
1995-10-21,86,69,
1995-10-22,85,59,
1995-10-23,83,64,
1995-10-24,87,68,
1995-10-25,86,68,
1995-10-26,88,64,
1995-10-27,87,66,
1995-10-28,88,69,
1995-10-29,88,55,
1995-10-30,78,56,
1995-10-31,82,61,
1995-11-01,83,64,
1995-11-02,86,63,
1995-11-03,88,63,
1995-11-04,87,67,
1995-11-05,80,57,
1995-11-06,83,59,
1995-11-07,84,59,
1995-11-08,84,67,
1995-11-09,76,46,
1995-11-10,75,51,
1995-11-11,80,60,
1995-11-12,83,50,
1995-11-13,71,48,
1995-11-14,75,55,
1995-11-15,70,38,
1995-11-16,64,37,
1995-11-17,71,44,
1995-11-18,73,53,
1995-11-19,76,52,
1995-11-20,76,55,
1995-11-21,76,62,
1995-11-22,75,42,
1995-11-23,69,39,
1995-11-24,75,39,
1995-11-25,79,48,
1995-11-26,79,42,
1995-11-27,74,49,
1995-11-28,76,55,
1995-11-29,79,58,
1995-11-30,82,56,
1995-12-01,73,49,
1995-12-02,77,49,
1995-12-03,80,48,
1995-12-04,80,53,
1995-12-05,81,51,
1995-12-06,80,52,
1995-12-07,80,51,
1995-12-08,81,57,
1995-12-09,80,56,
1995-12-10,81,54,
1995-12-11,60,35,
1995-12-12,73,46,
1995-12-13,69,35,
1995-12-14,78,45,
1995-12-15,78,54,
1995-12-16,80,56,
1995-12-17,80,55,
1995-12-18,79,57,
1995-12-19,81,64,
1995-12-20,75,59,
1995-12-21,75,38,
1995-12-22,57,45,
1995-12-23,58,43,
1995-12-24,58,34,
1995-12-25,58,27,
1995-12-26,57,27,
1995-12-27,63,34,
1995-12-28,61,41,
1995-12-29,61,42,
1995-12-30,69,42,
1995-12-31,76,42,
1996-01-01,75,64,
1996-01-02,76,66,
1996-01-03,82,59,
1996-01-04,69,42,
1996-01-05,62,41,
1996-01-06,65,42,
1996-01-07,71,41,
1996-01-08,58,40,
1996-01-09,50,25,
1996-01-10,57,38,
1996-01-11,69,33,
1996-01-12,69,32,
1996-01-13,65,45,
1996-01-14,71,37,
1996-01-15,72,55,
1996-01-16,73,49,
1996-01-17,79,56,
1996-01-18,82,61,
1996-01-19,75,39,
1996-01-20,73,55,
1996-01-21,73,52,
1996-01-22,77,51,
1996-01-23,77,57,
1996-01-24,78,56,
1996-01-25,73,54,
1996-01-26,77,57,
1996-01-27,80,45,
1996-01-28,75,53,
1996-01-29,78,52,
1996-01-30,80,53,
1996-01-31,80,50,
1996-02-01,83,54,
1996-02-02,78,52,
1996-02-03,67,60,
1996-02-04,60,26,
1996-02-05,55,37,
1996-02-06,69,42,
1996-02-07,72,43,
1996-02-08,74,42,
1996-02-09,78,47,
1996-02-10,77,49,
1996-02-11,77,50,
1996-02-12,67,29,
1996-02-13,72,29,
1996-02-14,73,47,
1996-02-15,76,58,
1996-02-16,68,42,
1996-02-17,62,27,
1996-02-18,71,31,
1996-02-19,80,49,
1996-02-20,81,59,
1996-02-21,85,56,
1996-02-22,85,58,
1996-02-23,84,53,
1996-02-24,85,55,
1996-02-25,85,56,
1996-02-26,85,54,
1996-02-27,84,57,
1996-02-28,84,62,
1996-02-29,84,53,
1996-03-01,78,57,
1996-03-02,68,49,
1996-03-03,71,49,
1996-03-04,78,51,
1996-03-05,85,60,
1996-03-06,84,59,
1996-03-07,86,52,
1996-03-08,61,32,
1996-03-09,60,36,
1996-03-10,63,44,
1996-03-11,66,40,
1996-03-12,70,35,
1996-03-13,78,40,
1996-03-14,77,42,
1996-03-15,78,49,
1996-03-16,84,54,
1996-03-17,85,63,
1996-03-18,84,64,
1996-03-19,68,42,
1996-03-20,66,36,
1996-03-21,67,41,
1996-03-22,77,35,
1996-03-23,79,56,
1996-03-24,80,56,
1996-03-25,82,55,
1996-03-26,83,57,
1996-03-27,86,57,
1996-03-28,85,60,
1996-03-29,86,61,
1996-03-30,85,57,
1996-03-31,84,59,
1996-04-01,77,46,
1996-04-02,71,45,
1996-04-03,80,54,
1996-04-04,81,58,
1996-04-05,83,56,
1996-04-06,80,57,
1996-04-07,77,63,
1996-04-08,70,M,
1996-04-09,72,46,
1996-04-10,73,38,
1996-04-11,75,45,
1996-04-12,81,53,
1996-04-13,85,57,
1996-04-14,89,62,
1996-04-15,87,64,
1996-04-16,78,43,
1996-04-17,81,52,
1996-04-18,82,55,
1996-04-19,85,54,
1996-04-20,85,54,
1996-04-21,87,61,
1996-04-22,89,56,
1996-04-23,88,60,
1996-04-24,83,62,
1996-04-25,89,61,
1996-04-26,91,56,
1996-04-27,90,62,
1996-04-28,91,68,
1996-04-29,91,69,
1996-04-30,77,60,
1996-05-01,84,66,
1996-05-02,91,67,
1996-05-03,83,65,
1996-05-04,89,63,
1996-05-05,89,59,
1996-05-06,89,61,
1996-05-07,88,62,
1996-05-08,87,64,
1996-05-09,89,63,
1996-05-10,90,64,
1996-05-11,87,64,
1996-05-12,89,63,
1996-05-13,91,67,
1996-05-14,89,65,
1996-05-15,88,63,
1996-05-16,87,62,
1996-05-17,90,60,
1996-05-18,90,61,
1996-05-19,91,67,
1996-05-20,86,70,
1996-05-21,76,71,
1996-05-22,89,68,
1996-05-23,89,69,
1996-05-24,M,M,
1996-05-25,M,M,
1996-05-26,M,M,
1996-05-27,M,M,
1996-05-28,91,70,
1996-05-29,90,70,
1996-05-30,82,68,
1996-05-31,87,67,
1996-06-01,84,59,
1996-06-02,83,57,
1996-06-03,87,61,
1996-06-04,89,61,
1996-06-05,91,63,
1996-06-06,91,64,
1996-06-07,91,66,
1996-06-08,88,67,
1996-06-09,91,67,
1996-06-10,87,70,
1996-06-11,87,69,
1996-06-12,91,68,
1996-06-13,90,67,
1996-06-14,91,67,
1996-06-15,90,69,
1996-06-16,90,70,
1996-06-17,89,68,
1996-06-18,91,69,
1996-06-19,87,71,
1996-06-20,85,69,
1996-06-21,89,71,
1996-06-22,89,72,
1996-06-23,89,73,
1996-06-24,94,71,
1996-06-25,95,74,
1996-06-26,87,70,
1996-06-27,76,69,
1996-06-28,89,72,
1996-06-29,89,71,
1996-06-30,88,64,
1996-07-01,89,67,
1996-07-02,92,72,
1996-07-03,91,71,
1996-07-04,89,69,
1996-07-05,83,72,
1996-07-06,88,70,
1996-07-07,88,71,
1996-07-08,92,74,
1996-07-09,92,70,
1996-07-10,91,72,
1996-07-11,93,73,
1996-07-12,92,72,
1996-07-13,90,70,
1996-07-14,93,72,
1996-07-15,92,74,
1996-07-16,92,74,
1996-07-17,92,72,
1996-07-18,92,69,
1996-07-19,92,71,
1996-07-20,94,71,
1996-07-21,92,71,
1996-07-22,93,72,
1996-07-23,92,72,
1996-07-24,94,72,
1996-07-25,95,73,
1996-07-26,95,67,
1996-07-27,94,68,
1996-07-28,95,69,
1996-07-29,93,72,
1996-07-30,90,71,
1996-07-31,93,71,
1996-08-01,91,70,
1996-08-02,92,69,
1996-08-03,92,70,
1996-08-04,91,71,
1996-08-05,93,70,
1996-08-06,91,72,
1996-08-07,94,73,
1996-08-08,84,69,
1996-08-09,89,73,
1996-08-10,87,72,
1996-08-11,89,71,
1996-08-12,90,70,
1996-08-13,91,70,
1996-08-14,89,69,
1996-08-15,92,68,
1996-08-16,94,70,
1996-08-17,93,73,
1996-08-18,92,74,
1996-08-19,92,73,
1996-08-20,88,73,
1996-08-21,91,70,
1996-08-22,92,69,
1996-08-23,89,66,
1996-08-24,91,65,
1996-08-25,91,65,
1996-08-26,91,66,
1996-08-27,92,69,
1996-08-28,94,70,
1996-08-29,93,69,
1996-08-30,92,69,
1996-08-31,91,69,
1996-09-01,94,71,
1996-09-02,92,71,
1996-09-03,94,70,
1996-09-04,94,70,
1996-09-05,92,71,
1996-09-06,84,70,
1996-09-07,92,69,
1996-09-08,93,69,
1996-09-09,86,70,
1996-09-10,87,70,
1996-09-11,85,69,
1996-09-12,90,68,
1996-09-13,91,67,
1996-09-14,89,69,
1996-09-15,92,71,
1996-09-16,93,73,
1996-09-17,92,72,
1996-09-18,93,70,
1996-09-19,91,71,
1996-09-20,91,70,
1996-09-21,90,65,
1996-09-22,89,63,
1996-09-23,88,62,
1996-09-24,88,61,
1996-09-25,87,64,
1996-09-26,92,65,
1996-09-27,91,69,
1996-09-28,91,70,
1996-09-29,91,70,
1996-09-30,91,71,
1996-10-01,91,71,
1996-10-02,88,72,
1996-10-03,82,71,
1996-10-04,84,71,
1996-10-05,75,71,
1996-10-06,78,72,
1996-10-07,82,74,
1996-10-08,83,65,
1996-10-09,84,60,
1996-10-10,82,54,
1996-10-11,82,54,
1996-10-12,82,M,
1996-10-13,78,64,
1996-10-14,86,67,
1996-10-15,84,68,
1996-10-16,87,69,
1996-10-17,86,71,
1996-10-18,83,62,
1996-10-19,77,53,
1996-10-20,76,44,
1996-10-21,82,M,
1996-10-22,84,56,
1996-10-23,87,58,
1996-10-24,87,59,
1996-10-25,86,63,
1996-10-26,87,69,
1996-10-27,86,65,
1996-10-28,87,60,
1996-10-29,86,60,
1996-10-30,87,62,
1996-10-31,87,62,
1996-11-01,87,65,
1996-11-02,83,50,
1996-11-03,74,55,
1996-11-04,82,64,
1996-11-05,87,66,
1996-11-06,88,68,
1996-11-07,88,62,
1996-11-08,84,40,
1996-11-09,68,36,
1996-11-10,70,40,
1996-11-11,72,45,
1996-11-12,71,M,
1996-11-13,78,57,
1996-11-14,78,62,
1996-11-15,80,61,
1996-11-16,76,58,
1996-11-17,78,60,
1996-11-18,78,52,
1996-11-19,82,54,
1996-11-20,82,57,
1996-11-21,85,62,
1996-11-22,81,47,
1996-11-23,77,50,
1996-11-24,78,57,
1996-11-25,83,57,
1996-11-26,73,47,
1996-11-27,72,51,
1996-11-28,76,51,
1996-11-29,76,54,
1996-11-30,84,59,
1996-12-01,83,M,
1996-12-02,79,59,
1996-12-03,76,50,
1996-12-04,73,52,
1996-12-05,80,57,
1996-12-06,82,59,
1996-12-07,80,59,
1996-12-08,67,37,
1996-12-09,66,34,
1996-12-10,71,41,
1996-12-11,76,51,
1996-12-12,78,53,
1996-12-13,79,49,
1996-12-14,74,47,
1996-12-15,76,50,
1996-12-16,75,49,
1996-12-17,78,55,
1996-12-18,80,48,
1996-12-19,50,36,
1996-12-20,46,36,
1996-12-21,77,45,
1996-12-22,76,43,
1996-12-23,76,51,
1996-12-24,80,48,
1996-12-25,76,51,
1996-12-26,82,55,
1996-12-27,78,59,
1996-12-28,82,60,
1996-12-29,82,57,
1996-12-30,80,56,
1996-12-31,82,56,
1997-01-01,82,56,
1997-01-02,82,50,
1997-01-03,82,50,
1997-01-04,83,56,
1997-01-05,83,57,
1997-01-06,84,54,
1997-01-07,82,58,
1997-01-08,82,59,
1997-01-09,82,50,
1997-01-10,65,42,
1997-01-11,69,43,
1997-01-12,72,51,
1997-01-13,68,54,
1997-01-14,70,54,
1997-01-15,69,60,
1997-01-16,76,35,
1997-01-17,56,32,
1997-01-18,56,22,
1997-01-19,61,35,
1997-01-20,69,32,
1997-01-21,72,44,
1997-01-22,80,45,
1997-01-23,82,51,
1997-01-24,83,60,
1997-01-25,81,53,
1997-01-26,78,48,
1997-01-27,77,51,
1997-01-28,84,58,
1997-01-29,82,58,
1997-01-30,69,49,
1997-01-31,69,34,
1997-02-01,75,39,
1997-02-02,76,45,
1997-02-03,80,52,
1997-02-04,82,61,
1997-02-05,82,58,
1997-02-06,84,62,
1997-02-07,84,59,
1997-02-08,84,54,
1997-02-09,83,M,
1997-02-10,66,45,
1997-02-11,65,36,
1997-02-12,79,51,
1997-02-13,87,62,
1997-02-14,88,68,
1997-02-15,82,55,
1997-02-16,62,53,
1997-02-17,76,54,
1997-02-18,75,63,
1997-02-19,82,62,
1997-02-20,85,63,
1997-02-21,88,55,
1997-02-22,86,56,
1997-02-23,83,57,
1997-02-24,85,61,
1997-02-25,85,61,
1997-02-26,85,63,
1997-02-27,90,66,
1997-02-28,87,64,
1997-03-01,87,60,
1997-03-02,89,63,
1997-03-03,87,66,
1997-03-04,89,60,
1997-03-05,88,59,
1997-03-06,86,56,
1997-03-07,83,56,
1997-03-08,86,57,
1997-03-09,85,59,
1997-03-10,84,59,
1997-03-11,88,54,
1997-03-12,89,61,
1997-03-13,87,68,
1997-03-14,71,58,
1997-03-15,72,60,
1997-03-16,M,61,
1997-03-17,83,59,
1997-03-18,83,54,
1997-03-19,84,57,
1997-03-20,84,68,
1997-03-21,80,70,
1997-03-22,82,71,
1997-03-23,80,69,
1997-03-24,85,59,
1997-03-25,84,62,
1997-03-26,85,61,
1997-03-27,88,60,
1997-03-28,85,63,
1997-03-29,86,62,
1997-03-30,90,59,
1997-03-31,84,43,
1997-04-01,76,51,
1997-04-02,81,51,
1997-04-03,82,54,
1997-04-04,83,55,
1997-04-05,84,56,
1997-04-06,91,55,
1997-04-07,79,60,
1997-04-08,85,63,
1997-04-09,85,63,
1997-04-10,84,60,
1997-04-11,81,60,
1997-04-12,79,61,
1997-04-13,84,66,
1997-04-14,72,59,
1997-04-15,71,62,
1997-04-16,74,62,
1997-04-17,80,52,
1997-04-18,72,51,
1997-04-19,79,40,
1997-04-20,82,53,
1997-04-21,82,66,
1997-04-22,87,71,
1997-04-23,87,52,
1997-04-24,81,55,
1997-04-25,80,61,
1997-04-26,78,60,
1997-04-27,90,66,
1997-04-28,78,63,
1997-04-29,82,58,
1997-04-30,85,56,
1997-05-01,85,56,
1997-05-02,90,60,
1997-05-03,91,65,
1997-05-04,91,56,
1997-05-05,82,52,
1997-05-06,84,56,
1997-05-07,86,56,
1997-05-08,88,60,
1997-05-09,89,61,
1997-05-10,89,62,
1997-05-11,88,63,
1997-05-12,89,68,
1997-05-13,84,58,
1997-05-14,87,60,
1997-05-15,87,63,
1997-05-16,88,63,
1997-05-17,91,64,
1997-05-18,87,65,
1997-05-19,90,67,
1997-05-20,92,68,
1997-05-21,92,70,
1997-05-22,92,71,
1997-05-23,91,70,
1997-05-24,92,70,
1997-05-25,91,71,
1997-05-26,91,66,
1997-05-27,94,67,
1997-05-28,90,67,
1997-05-29,91,67,
1997-05-30,91,69,
1997-05-31,90,68,
1997-06-01,89,64,
1997-06-02,88,65,
1997-06-03,86,63,
1997-06-04,87,62,
1997-06-05,91,63,
1997-06-06,90,65,
1997-06-07,90,64,
1997-06-08,89,65,
1997-06-09,83,72,
1997-06-10,88,71,
1997-06-11,91,69,
1997-06-12,90,73,
1997-06-13,91,72,
1997-06-14,90,71,
1997-06-15,92,71,
1997-06-16,93,72,
1997-06-17,94,73,
1997-06-18,96,70,
1997-06-19,96,69,
1997-06-20,95,71,
1997-06-21,94,71,
1997-06-22,92,65,
1997-06-23,91,69,
1997-06-24,91,69,
1997-06-25,90,70,
1997-06-26,94,70,
1997-06-27,90,72,
1997-06-28,89,71,
1997-06-29,94,68,
1997-06-30,94,70,
1997-07-01,94,71,
1997-07-02,94,72,
1997-07-03,94,73,
1997-07-04,93,72,
1997-07-05,94,73,
1997-07-06,92,72,
1997-07-07,94,73,
1997-07-08,95,73,
1997-07-09,90,M,
1997-07-10,88,67,
1997-07-11,90,70,
1997-07-12,89,79,
1997-07-13,89,78,
1997-07-14,91,69,
1997-07-15,90,71,
1997-07-16,91,77,
1997-07-17,95,71,
1997-07-18,95,72,
1997-07-19,94,71,
1997-07-20,93,68,
1997-07-21,94,71,
1997-07-22,94,70,
1997-07-23,94,72,
1997-07-24,96,71,
1997-07-25,93,71,
1997-07-26,95,72,
1997-07-27,93,70,
1997-07-28,95,70,
1997-07-29,93,71,
1997-07-30,94,71,
1997-07-31,93,73,
1997-08-01,94,79,
1997-08-02,93,78,
1997-08-03,94,69,
1997-08-04,93,73,
1997-08-05,89,72,
1997-08-06,92,72,
1997-08-07,90,73,
1997-08-08,92,72,
1997-08-09,91,73,
1997-08-10,91,71,
1997-08-11,93,73,
1997-08-12,96,72,
1997-08-13,95,71,
1997-08-14,95,74,
1997-08-15,94,75,
1997-08-16,95,74,
1997-08-17,96,70,
1997-08-18,96,74,
1997-08-19,95,71,
1997-08-20,94,74,
1997-08-21,92,73,
1997-08-22,93,72,
1997-08-23,92,73,
1997-08-24,94,70,
1997-08-25,94,71,
1997-08-26,92,66,
1997-08-27,92,65,
1997-08-28,93,66,
1997-08-29,93,70,
1997-08-30,92,72,
1997-08-31,93,71,
1997-09-01,94,68,
1997-09-02,94,72,
1997-09-03,94,73,
1997-09-04,92,73,
1997-09-05,91,72,
1997-09-06,90,73,
1997-09-07,88,62,
1997-09-08,90,64,
1997-09-09,92,69,
1997-09-10,91,67,
1997-09-11,93,70,
1997-09-12,92,71,
1997-09-13,91,71,
1997-09-14,93,68,
1997-09-15,91,69,
1997-09-16,90,72,
1997-09-17,89,69,
1997-09-18,89,66,
1997-09-19,88,69,
1997-09-20,89,67,
1997-09-21,92,66,
1997-09-22,93,66,
1997-09-23,93,69,
1997-09-24,94,71,
1997-09-25,93,75,
1997-09-26,83,75,
1997-09-27,83,74,
1997-09-28,88,71,
1997-09-29,90,69,
1997-09-30,89,69,
1997-10-01,89,67,
1997-10-02,89,64,
1997-10-03,89,65,
1997-10-04,89,64,
1997-10-05,90,63,
1997-10-06,89,67,
1997-10-07,89,70,
1997-10-08,88,66,
1997-10-09,88,66,
1997-10-10,89,68,
1997-10-11,88,67,
1997-10-12,88,64,
1997-10-13,88,66,
1997-10-14,88,62,
1997-10-15,87,64,
1997-10-16,86,62,
1997-10-17,87,63,
1997-10-18,81,59,
1997-10-19,87,47,
1997-10-20,80,50,
1997-10-21,82,51,
1997-10-22,82,55,
1997-10-23,82,55,
1997-10-24,83,64,
1997-10-25,86,M,
1997-10-26,91,63,
1997-10-27,83,49,
1997-10-28,71,52,
1997-10-29,77,61,
1997-10-30,81,67,
1997-10-31,81,68,
1997-11-01,80,66,
1997-11-02,86,49,
1997-11-03,76,49,
1997-11-04,74,49,
1997-11-05,78,57,
1997-11-06,83,56,
1997-11-07,81,55,
1997-11-08,80,49,
1997-11-09,76,44,
1997-11-10,78,56,
1997-11-11,77,58,
1997-11-12,80,68,
1997-11-13,78,72,
1997-11-14,79,71,
1997-11-15,79,69,
1997-11-16,84,47,
1997-11-17,69,49,
1997-11-18,75,57,
1997-11-19,78,56,
1997-11-20,82,61,
1997-11-21,81,61,
1997-11-22,82,63,
1997-11-23,84,57,
1997-11-24,70,54,
1997-11-25,74,54,
1997-11-26,73,55,
1997-11-27,80,61,
1997-11-28,81,62,
1997-11-29,78,61,
1997-11-30,81,53,
1997-12-01,70,44,
1997-12-02,77,55,
1997-12-03,80,65,
1997-12-04,69,55,
1997-12-05,70,54,
1997-12-06,69,40,
1997-12-07,67,37,
1997-12-08,70,52,
1997-12-09,83,67,
1997-12-10,84,70,
1997-12-11,84,72,
1997-12-12,82,71,
1997-12-13,80,69,
1997-12-14,78,47,
1997-12-15,57,49,
1997-12-16,70,45,
1997-12-17,68,42,
1997-12-18,68,40,
1997-12-19,70,45,
1997-12-20,75,50,
1997-12-21,77,49,
1997-12-22,85,64,
1997-12-23,80,69,
1997-12-24,82,42,
1997-12-25,80,45,
1997-12-26,81,44,
1997-12-27,79,45,
1997-12-28,65,53,
1997-12-29,65,53,
1997-12-30,59,35,
1997-12-31,58,37,
1998-01-01,65,41,
1998-01-02,66,39,
1998-01-03,73,61,
1998-01-04,82,37,
1998-01-05,83,68,
1998-01-06,83,66,
1998-01-07,84,66,
1998-01-08,76,61,
1998-01-09,77,60,
1998-01-10,73,44,
1998-01-11,73,44,
1998-01-12,76,52,
1998-01-13,79,56,
1998-01-14,78,63,
1998-01-15,73,63,
1998-01-16,74,62,
1998-01-17,73,M,
1998-01-18,69,47,
1998-01-19,73,50,
1998-01-20,67,54,
1998-01-21,76,61,
1998-01-22,81,65,
1998-01-23,81,65,
1998-01-24,71,56,
1998-01-25,74,46,
1998-01-26,69,58,
1998-01-27,74,53,
1998-01-28,65,39,
1998-01-29,68,41,
1998-01-30,70,42,
1998-01-31,78,56,
1998-02-01,74,42,
1998-02-02,77,62,
1998-02-03,74,57,
1998-02-04,66,44,
1998-02-05,66,43,
1998-02-06,65,43,
1998-02-07,70,53,
1998-02-08,60,40,
1998-02-09,65,37,
1998-02-10,73,50,
1998-02-11,77,60,
1998-02-12,77,47,
1998-02-13,79,51,
1998-02-14,79,54,
1998-02-15,74,48,
1998-02-16,81,65,
1998-02-17,80,58,
1998-02-18,80,63,
1998-02-19,79,63,
1998-02-20,80,65,
1998-02-21,79,66,
1998-02-22,85,46,
1998-02-23,76,47,
1998-02-24,73,42,
1998-02-25,78,48,
1998-02-26,81,59,
1998-02-27,80,60,
1998-02-28,81,59,
1998-03-01,86,51,
1998-03-02,67,42,
1998-03-03,72,40,
1998-03-04,68,40,
1998-03-05,81,56,
1998-03-06,80,57,
1998-03-07,83,60,
1998-03-08,87,62,
1998-03-09,75,52,
1998-03-10,63,37,
1998-03-11,62,38,
1998-03-12,59,36,
1998-03-13,62,40,
1998-03-14,70,41,
1998-03-15,76,39,
1998-03-16,79,55,
1998-03-17,80,63,
1998-03-18,80,63,
1998-03-19,73,63,
1998-03-20,75,64,
1998-03-21,74,62,
1998-03-22,75,46,
1998-03-23,71,42,
1998-03-24,76,49,
1998-03-25,80,55,
1998-03-26,79,56,
1998-03-27,80,56,
1998-03-28,81,60,
1998-03-29,86,58,
1998-03-30,86,66,
1998-03-31,88,68,
1998-04-01,89,67,
1998-04-02,89,64,
1998-04-03,90,65,
1998-04-04,89,66,
1998-04-05,86,54,
1998-04-06,83,59,
1998-04-07,87,65,
1998-04-08,87,70,
1998-04-09,83,55,
1998-04-10,77,49,
1998-04-11,76,50,
1998-04-12,78,43,
1998-04-13,79,48,
1998-04-14,80,53,
1998-04-15,84,61,
1998-04-16,89,63,
1998-04-17,89,64,
1998-04-18,88,64,
1998-04-19,89,61,
1998-04-20,88,66,
1998-04-21,79,55,
1998-04-22,80,51,
1998-04-23,74,48,
1998-04-24,76,49,
1998-04-25,82,50,
1998-04-26,84,46,
1998-04-27,88,58,
1998-04-28,88,61,
1998-04-29,83,66,
1998-04-30,82,64,
1998-05-01,80,61,
1998-05-02,85,60,
1998-05-03,92,51,
1998-05-04,87,59,
1998-05-05,87,63,
1998-05-06,91,65,
1998-05-07,91,71,
1998-05-08,90,61,
1998-05-09,92,61,
1998-05-10,91,67,
1998-05-11,86,60,
1998-05-12,90,58,
1998-05-13,93,57,
1998-05-14,92,62,
1998-05-15,91,68,
1998-05-16,92,67,
1998-05-17,91,54,
1998-05-18,92,65,
1998-05-19,92,63,
1998-05-20,94,61,
1998-05-21,95,64,
1998-05-22,93,65,
1998-05-23,92,67,
1998-05-24,92,69,
1998-05-25,96,63,
1998-05-26,93,74,
1998-05-27,90,74,
1998-05-28,80,69,
1998-05-29,90,70,
1998-05-30,90,69,
1998-05-31,90,71,
1998-06-01,91,72,
1998-06-02,94,71,
1998-06-03,94,69,
1998-06-04,94,71,
1998-06-05,96,74,
1998-06-06,97,72,
1998-06-07,97,69,
1998-06-08,93,72,
1998-06-09,94,74,
1998-06-10,96,73,
1998-06-11,96,70,
1998-06-12,96,73,
1998-06-13,97,74,
1998-06-14,98,71,
1998-06-15,95,69,
1998-06-16,98,70,
1998-06-17,99,71,
1998-06-18,99,71,
1998-06-19,99,72,
1998-06-20,98,71,
1998-06-21,99,68,
1998-06-22,98,69,
1998-06-23,99,73,
1998-06-24,98,73,
1998-06-25,87,71,
1998-06-26,95,68,
1998-06-27,95,72,
1998-06-28,94,74,
1998-06-29,96,70,
1998-06-30,96,70,
1998-07-01,94,74,
1998-07-02,96,69,
1998-07-03,97,72,
1998-07-04,97,77,
1998-07-05,95,78,
1998-07-06,91,72,
1998-07-07,94,72,
1998-07-08,89,73,
1998-07-09,90,74,
1998-07-10,92,71,
1998-07-11,93,71,
1998-07-12,M,M,
1998-07-13,M,M,
1998-07-14,M,M,
1998-07-15,80,71,
1998-07-16,91,70,
1998-07-17,90,72,
1998-07-18,92,70,
1998-07-19,94,71,
1998-07-20,92,71,
1998-07-21,92,71,
1998-07-22,91,71,
1998-07-23,97,69,
1998-07-24,95,69,
1998-07-25,94,70,
1998-07-26,93,69,
1998-07-27,95,71,
1998-07-28,96,72,
1998-07-29,96,70,
1998-07-30,95,72,
1998-07-31,94,68,
1998-08-01,93,72,
1998-08-02,92,70,
1998-08-03,94,70,
1998-08-04,92,69,
1998-08-05,93,71,
1998-08-06,93,69,
1998-08-07,94,71,
1998-08-08,93,69,
1998-08-09,93,76,
1998-08-10,95,72,
1998-08-11,93,75,
1998-08-12,95,71,
1998-08-13,94,71,
1998-08-14,94,71,
1998-08-15,95,72,
1998-08-16,94,72,
1998-08-17,96,71,
1998-08-18,94,69,
1998-08-19,92,74,
1998-08-20,90,72,
1998-08-21,96,71,
1998-08-22,94,72,
1998-08-23,94,71,
1998-08-24,94,70,
1998-08-25,96,70,
1998-08-26,96,71,
1998-08-27,96,73,
1998-08-28,96,73,
1998-08-29,96,72,
1998-08-30,96,67,
1998-08-31,94,72,
1998-09-01,94,74,
1998-09-02,94,74,
1998-09-03,88,75,
1998-09-04,96,75,
1998-09-05,95,72,
1998-09-06,96,M,
